,no,age,gender,education,country,ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Alcohol,value,freq
1437,426,45-54,F,9,USA,White,0.52135,0.00332,1.65653,0.94156,-0.00665,Used in Last Year,1,3
1438,432,25-34,F,4,UK,White,0.04257,0.32197,-0.97631,0.94156,-1.0145,Used in Last Week,1,5
1439,480,25-34,F,7,UK,White,0.41667,0.80523,-0.31776,0.94156,0.58489,Used in Last Day,1,6
1440,538,18-24,F,7,UK,White,1.37297,0.80523,-0.97631,0.94156,-0.65253,Used in Last Day,1,6
1441,560,18-24,F,7,UK,White,-0.46725,-0.15487,-0.58331,0.94156,-0.14277,Used in Last Week,1,5
1442,568,18-24,F,7,UK,White,0.91093,1.11406,-0.97631,0.94156,0.58489,Used in Last Week,1,5
1443,589,25-34,F,2,UK,White,-0.46725,1.58487,0.44585,0.94156,0.12331,Used in Last Week,1,5
1444,597,18-24,M,2,UK,White,-1.43907,0.80523,0.7233,0.94156,0.93949,Used in Last Week,1,5
1445,606,35-44,F,5,USA,White,0.41667,0.32197,0.29338,0.94156,0.41594,Used in Last Week,1,5
1446,688,45-54,F,1,Australia,White,-0.92104,0.63779,-0.97631,0.94156,0.25953,Used in Last Month,1,4
1447,724,25-34,F,7,UK,White,-0.92104,1.45421,0.29338,0.94156,0.58489,Used in Last Week,1,5
1448,764,18-24,F,7,UK,White,1.13281,0.80523,0.58331,0.94156,-1.5184,Used in Last Week,1,5
1449,772,18-24,F,8,UK,Asian,0.52135,-1.37639,-1.82919,0.94156,0.25953,Never Used,1,1
1450,805,25-34,M,5,USA,White,0.52135,-1.09207,-0.45174,0.94156,-0.00665,Used in Last Week,1,5
1451,826,18-24,M,7,Australia,White,0.62967,-2.11437,-2.8595,0.94156,-1.38502,Used in Last Week,1,5
1452,832,18-24,M,6,UK,White,0.31287,-0.43999,-0.71727,0.94156,-0.14277,Used in Last Day,1,6
1453,853,18-24,M,5,USA,White,-0.79151,1.45421,1.43533,0.94156,0.12331,Never Used,1,1
1454,870,18-24,F,5,USA,White,-1.32828,0.32197,0.7233,0.94156,1.63088,Used in Last Week,1,5
1455,916,18-24,F,5,USA,White,-1.1943,2.32338,1.24033,0.94156,0.93949,Used in Last Week,1,5
1456,933,25-34,F,7,Australia,White,0.73545,-0.69509,1.24033,0.94156,0.41594,Used in Last Month,1,4
1457,985,18-24,M,5,USA,White,-0.14882,-0.15487,1.24033,0.94156,-0.14277,Used in Last Day,1,6
1458,995,18-24,M,5,USA,White,0.52135,0.80523,0.7233,0.94156,-0.78155,Used in Last Week,1,5
1459,1008,18-24,M,5,USA,White,-0.05188,0.16767,1.65653,0.94156,-0.00665,Used in Last Month,1,4
1460,1046,18-24,M,5,UK,White,0.73545,1.2861,1.43533,0.94156,-0.89891,Used in Last Day,1,6
1461,1060,18-24,M,5,USA,White,-0.58016,-0.15487,0.7233,0.94156,-0.27607,Used in Last Week,1,5
1462,1164,25-34,F,9,UK,White,-0.14882,-0.94779,0.29338,0.94156,2.04506,Used in Last Week,1,5
1463,1186,45-54,M,2,USA,White,-0.14882,-1.23177,-0.17779,0.94156,0.25953,Used in Last Month,1,4
1464,1271,25-34,F,6,UK,White,-1.32828,-0.15487,-1.11902,0.94156,0.12331,Used in Last Year,1,3
1465,1279,35-44,F,6,USA,White,-1.1943,-0.30033,0.7233,0.94156,1.13407,Used in Last Month,1,4
1466,1302,18-24,F,5,USA,White,0.22393,1.2861,0.14143,0.94156,1.13407,Used in Last Year,1,3
1467,1305,18-24,F,5,USA,White,-0.46725,0.80523,1.65653,0.94156,-1.38502,Used in Last Week,1,5
1468,1315,35-44,M,7,USA,White,-0.92104,0.96248,0.58331,0.94156,1.13407,Used in Last Day,1,6
1469,1319,18-24,F,5,USA,Asian,0.41667,-1.23177,-0.45174,0.94156,-0.14277,Used in Last Week,1,5
1470,1356,18-24,M,7,USA,White,-0.14882,0.32197,0.58331,0.94156,-0.00665,Used in Last Month,1,4
1471,1403,25-34,F,7,UK,White,0.91093,0.00332,0.88309,0.94156,-0.52745,Used in Last Day,1,6
1472,1444,35-44,F,9,UK,White,-0.46725,0.96248,0.7233,0.94156,0.58489,Used in Last Day,1,6
1473,1446,45-54,F,8,UK,White,-1.43907,0.16767,0.29338,0.94156,1.13407,Used in Last Week,1,5
1474,1464,18-24,M,5,USA,White,-1.1943,0.80523,0.88309,0.94156,0.41594,Used in Last Day,1,6
1475,1481,25-34,F,5,USA,Other,1.37297,0.32197,0.7233,0.94156,0.12331,Used in Last Year,1,3
1476,1486,25-34,F,9,UK,White,-1.05308,1.45421,-0.84732,0.94156,0.58489,Used in Last Week,1,5
1477,1540,18-24,M,5,USA,White,1.13281,-0.69509,0.88309,0.94156,-0.89891,Used in Last Day,1,6
1478,1554,45-54,F,6,UK,White,-0.58016,-0.57545,-1.27553,0.94156,0.93949,Used in Last Day,1,6
1479,1576,35-44,F,7,UK,White,-0.05188,0.96248,-1.11902,0.94156,1.63088,Used in Last Year,1,3
1480,1604,25-34,F,7,UK,White,-0.05188,2.8595,1.88511,0.94156,-0.89891,Used in Last Month,1,4
1481,1610,25-34,F,7,UK,White,-0.14882,-1.09207,-1.68062,0.94156,0.7583,Used in Last Month,1,4
1482,1642,45-54,F,6,UK,White,1.02119,0.00332,-0.17779,0.94156,0.93949,Used in Last Week,1,5
1483,1647,35-44,M,6,UK,White,0.04257,-0.94779,0.14143,0.94156,0.58489,Used in Last Day,1,6
1484,1672,55-64,M,7,UK,White,0.62967,-0.43999,1.24033,0.94156,-1.13788,Used in Last Week,1,5
1485,1708,18-24,F,6,UK,White,-0.46725,0.80523,-0.58331,0.94156,-0.14277,Used in Last Week,1,5
1486,1710,45-54,F,7,UK,White,-1.05308,1.2861,-0.84732,0.94156,-0.14277,Used in Last Day,1,6
1487,1720,25-34,F,7,UK,White,0.04257,-0.43999,-0.01928,0.94156,-1.38502,Used in Last Week,1,5
1488,1723,45-54,M,7,UK,White,-0.05188,1.11406,0.7233,0.94156,1.81175,Used in Last Day,1,6
1489,1735,45-54,F,6,UK,White,-1.05308,0.80523,-0.58331,0.94156,1.46191,Used in Last Week,1,5
1490,1739,55-64,F,1,UK,White,-0.14882,0.16767,-0.71727,0.94156,0.58489,Used in Last Week,1,5
1491,1878,65+,M,5,USA,White,2.127,-0.15487,2.44904,0.94156,-0.65253,Used in Last Week,1,5
1492,23,45-54,M,7,UK,White,0.41667,-0.94779,-0.84732,1.11406,-0.89891,Used in Last Month,1,4
1493,66,35-44,M,5,UK,White,0.73545,0.47617,-0.84732,1.11406,0.58489,Used in Last Week,1,5
1494,72,45-54,F,4,Canada,White,-0.46725,1.11406,-0.31776,1.11406,0.12331,Used in Last Week,1,5
1495,80,35-44,M,6,UK,White,-0.34799,-0.80615,-1.97495,1.11406,-0.65253,Used in Last Week,1,5
1496,105,25-34,F,5,Canada,White,-0.92104,0.16767,-0.17779,1.11406,0.58489,Used in Last Week,1,5
1497,119,35-44,F,5,USA,White,1.8399,-1.92173,-2.39883,1.11406,0.25953,Used in Last Week,1,5
1498,157,35-44,F,5,UK,White,1.23461,0.00332,-0.31776,1.11406,0.12331,Used in Last Week,1,5
1499,180,35-44,F,6,UK,White,0.41667,-0.15487,-0.97631,1.11406,-0.65253,Used in Last Week,1,5
1500,188,55-64,F,2,UK,White,-0.79151,-0.80615,-1.97495,1.11406,0.58489,Used in Last Month,1,4
1501,201,18-24,F,7,UK,White,-0.58016,0.16767,-0.84732,1.11406,1.46191,Used in Last Day,1,6
1502,212,45-54,F,2,UK,White,-0.67825,-0.57545,-1.11902,1.11406,0.93949,Used in Last Week,1,5
1503,216,25-34,F,7,Canada,White,1.60383,-0.30033,-0.71727,1.11406,-0.40581,Used in Last Week,1,5
1504,220,35-44,F,5,UK,White,-0.34799,-0.57545,0.14143,1.11406,0.25953,Used in Last Day,1,6
1505,223,35-44,F,7,UK,White,-0.24649,0.63779,0.7233,1.11406,0.25953,Used in Last Day,1,6
1506,224,55-64,M,7,UK,White,-1.1943,1.11406,-0.31776,1.11406,0.93949,Used over a Decade Ago,1,Used over a Decade Ago
1507,245,35-44,M,7,UK,White,1.98437,-1.50796,-0.17779,1.11406,-2.90161,Used in Last Week,1,5
1508,308,45-54,M,8,UK,White,-0.46725,-0.57545,-0.71727,1.11406,0.7583,Used in Last Week,1,5
1509,329,25-34,F,6,UK,White,0.22393,-0.30033,-1.27553,1.11406,-0.52745,Used in Last Week,1,5
1510,385,45-54,F,7,UK,White,0.13606,-0.30033,-0.45174,1.11406,0.7583,Used in Last Week,1,5
1511,467,18-24,F,7,UK,Asian,0.31287,0.63779,1.06238,1.11406,-0.27607,Never Used,1,1
1512,473,18-24,M,8,UK,Mixed-White/Black,-0.92104,2.57309,1.06238,1.11406,2.33337,Used in Last Week,1,5
1513,487,45-54,F,2,UK,White,-0.46725,0.32197,-1.55521,1.11406,-0.78155,Used in Last Day,1,6
1514,521,25-34,M,8,UK,White,-0.14882,0.32197,-1.27553,1.11406,1.81175,Used in Last Week,1,5
1515,573,18-24,F,8,UK,White,-1.69163,1.93886,-0.17779,1.11406,1.81175,Used in Last Day,1,6
1516,580,45-54,F,8,UK,White,1.02119,-0.15487,0.29338,1.11406,1.46191,Used in Last Day,1,6
1517,611,55-64,F,6,Canada,White,1.23461,-0.80615,-1.42424,1.11406,-1.5184,Used in Last Month,1,4
1518,637,35-44,M,7,UK,White,-0.79151,-0.30033,-0.17779,1.11406,-0.52745,Used in Last Week,1,5
1519,661,25-34,F,8,UK,Black,-1.32828,0.47617,-0.01928,1.11406,0.12331,Used in Last Day,1,6
1520,712,18-24,M,5,USA,White,-0.58016,-0.15487,-0.84732,1.11406,0.41594,Used in Last Year,1,3
1521,751,35-44,M,8,UK,White,-0.14882,0.00332,-0.01928,1.11406,-0.14277,Used in Last Week,1,5
1522,752,25-34,F,6,UK,White,-2.3436,1.45421,-1.82919,1.11406,1.30612,Used in Last Day,1,6
1523,755,25-34,M,9,UK,White,-0.92104,0.47617,1.43533,1.11406,-0.52745,Used in Last Month,1,4
1524,760,18-24,M,9,UK,White,-2.75696,1.74091,0.58331,1.11406,0.25953,Used in Last Day,1,6
1525,763,25-34,F,7,Australia,White,-1.32828,0.80523,1.43533,1.11406,0.12331,Used in Last Day,1,6
1526,846,18-24,F,5,USA,White,0.31287,0.80523,1.06238,1.11406,-0.52745,Used in Last Week,1,5
1527,848,18-24,F,6,Canada,White,0.52135,-0.43999,-1.55521,1.11406,-0.65253,Used in Last Decade,1,2
1528,891,18-24,F,5,USA,White,0.41667,0.80523,1.24033,1.11406,0.58489,Used in Last Week,1,5
1529,928,18-24,M,6,USA,White,-0.79151,1.2861,0.58331,1.11406,-0.65253,Used in Last Week,1,5
1530,934,18-24,F,3,USA,White,1.13281,-1.92173,-0.01928,1.11406,-0.78155,Used in Last Year,1,3
1531,968,18-24,F,5,USA,White,-0.58016,0.32197,0.58331,1.11406,0.25953,Used in Last Month,1,4
1532,1032,18-24,M,5,Australia,White,-0.67825,0.32197,0.58331,1.11406,-0.00665,Used in Last Year,1,3
1533,1066,18-24,M,5,USA,White,-3.15735,0.47617,1.24033,1.11406,-1.13788,Used in Last Month,1,4
1534,1083,18-24,F,8,UK,White,-1.1943,1.58487,0.29338,1.11406,1.30612,Used in Last Week,1,5
1535,1092,25-34,F,7,UK,White,-1.05308,1.45421,0.14143,1.11406,-0.27607,Used in Last Day,1,6
1536,1094,45-54,F,2,UK,White,-0.46725,0.63779,-1.11902,1.11406,0.12331,Used in Last Month,1,4
1537,1120,25-34,F,7,USA,White,-1.69163,2.57309,2.90161,1.11406,-0.27607,Used in Last Day,1,6
1538,1130,18-24,M,5,USA,White,1.02119,-2.03972,-0.71727,1.11406,-1.25773,Used in Last Week,1,5
1539,1135,35-44,M,6,Australia,White,-1.32828,0.16767,1.65653,1.11406,0.25953,Used in Last Year,1,3
1540,1152,25-34,M,5,USA,White,1.23461,-0.43999,0.58331,1.11406,0.41594,Used in Last Month,1,4
1541,1239,25-34,M,4,USA,White,0.31287,0.32197,0.88309,1.11406,-0.78155,Used in Last Week,1,5
1542,1262,25-34,F,5,UK,White,1.49158,-0.57545,1.06238,1.11406,-0.78155,Used in Last Month,1,4
1543,1282,18-24,M,5,USA,White,-1.32828,1.74091,0.29338,1.11406,0.41594,Used in Last Month,1,4
1544,1366,35-44,F,7,USA,White,-0.05188,-0.94779,0.29338,1.11406,-0.89891,Used in Last Day,1,6
1545,1423,45-54,M,1,Republic of Ireland,White,-0.05188,-0.94779,-0.01928,1.11406,-1.0145,Used over a Decade Ago,1,Used over a Decade Ago
1546,1447,25-34,F,8,UK,White,-0.67825,0.96248,0.29338,1.11406,2.04506,Used in Last Month,1,4
1547,1452,25-34,F,9,UK,White,-1.05308,-0.57545,-0.01928,1.11406,1.81175,Used in Last Week,1,5
1548,1460,18-24,F,7,UK,White,-0.92104,0.80523,-0.01928,1.11406,-0.65253,Used in Last Week,1,5
1549,1593,45-54,F,7,UK,White,-0.79151,1.93886,-0.45174,1.11406,0.41594,Used in Last Week,1,5
1550,1612,25-34,F,7,UK,White,-0.34799,-0.43999,-1.42424,1.11406,0.93949,Used in Last Year,1,3
1551,1615,35-44,F,9,UK,White,-1.1943,0.47617,1.24033,1.11406,3.00537,Used in Last Week,1,5
1552,1677,25-34,F,7,UK,White,2.28554,-2.11437,-0.97631,1.11406,-0.65253,Used in Last Year,1,3
1553,1803,18-24,M,8,USA,Other,-0.79151,0.47617,1.43533,1.11406,0.12331,Used in Last Month,1,4
1554,1818,18-24,F,5,USA,Other,-0.05188,-1.23177,0.29338,1.11406,0.25953,Used in Last Month,1,4
1555,1847,18-24,M,5,USA,White,-1.32828,1.2861,0.88309,1.11406,1.13407,Used in Last Week,1,5
1556,1888,18-24,M,5,Republic of Ireland,White,-0.46725,2.127,1.65653,1.11406,0.41594,Used in Last Month,1,4
1557,34,18-24,M,7,UK,White,0.41667,-0.30033,0.29338,1.2861,-0.14277,Used in Last Day,1,6
1558,45,25-34,M,7,UK,Other,-1.05308,1.45421,0.44585,1.2861,0.93949,Used in Last Week,1,5
1559,67,45-54,M,2,UK,White,-1.05308,-0.69509,-1.11902,1.2861,0.41594,Used in Last Month,1,4
1560,142,35-44,F,2,UK,White,-0.79151,0.63779,-1.11902,1.2861,0.58489,Used in Last Week,1,5
1561,144,35-44,M,6,UK,Black,-1.69163,1.2861,-0.58331,1.2861,2.04506,Used over a Decade Ago,1,Used over a Decade Ago
1562,176,55-64,F,7,UK,White,0.62967,0.00332,0.44585,1.2861,0.12331,Used in Last Week,1,5
1563,183,35-44,F,5,UK,White,0.31287,0.80523,-0.31776,1.2861,0.7583,Used in Last Week,1,5
1564,197,18-24,M,7,UK,Black,-0.58016,0.32197,-0.58331,1.2861,-0.89891,Used in Last Month,1,4
1565,215,25-34,F,6,UK,White,-0.14882,1.11406,0.44585,1.2861,1.30612,Used in Last Week,1,5
1566,256,35-44,F,8,UK,White,-1.1943,1.74091,1.06238,1.2861,0.7583,Used in Last Week,1,5
1567,352,35-44,F,5,UK,White,1.02119,-0.57545,0.88309,1.2861,-0.65253,Used in Last Month,1,4
1568,407,18-24,F,1,UK,White,0.13606,1.58487,1.88511,1.2861,-0.00665,Used in Last Week,1,5
1569,425,35-44,F,7,UK,Mixed-White/Asian,-1.05308,0.80523,-0.71727,1.2861,0.93949,Used in Last Day,1,6
1570,434,45-54,F,2,UK,White,0.22393,1.93886,-1.11902,1.2861,-0.14277,Used in Last Day,1,6
1571,474,18-24,F,1,UK,White,0.31287,0.00332,-0.17779,1.2861,-0.00665,Used in Last Week,1,5
1572,579,25-34,F,7,UK,White,1.02119,0.80523,-0.71727,1.2861,-0.14277,Used in Last Month,1,4
1573,607,55-64,F,8,USA,White,-2.52197,1.11406,1.88511,1.2861,-1.0145,Used in Last Week,1,5
1574,613,25-34,M,7,UK,White,-0.67825,0.32197,-0.58331,1.2861,0.58489,Used in Last Week,1,5
1575,641,25-34,M,2,UK,White,-0.24649,1.74091,0.88309,1.2861,0.41594,Used in Last Week,1,5
1576,644,25-34,F,8,UK,Black,-1.05308,0.63779,-0.31776,1.2861,1.30612,Used in Last Week,1,5
1577,696,35-44,F,8,UK,White,-0.14882,-0.43999,-0.01928,1.2861,1.81175,Used in Last Day,1,6
1578,741,35-44,M,5,UK,White,-1.32828,0.16767,0.58331,1.2861,-0.65253,Used in Last Week,1,5
1579,754,25-34,F,8,UK,White,0.41667,1.11406,-0.58331,1.2861,0.41594,Used in Last Week,1,5
1580,795,25-34,M,7,UK,White,-0.05188,-0.57545,1.24033,1.2861,-0.52745,Used in Last Day,1,6
1581,831,18-24,M,5,USA,White,0.13606,0.63779,1.88511,1.2861,-0.27607,Used in Last Month,1,4
1582,851,55-64,M,8,USA,White,-1.69163,0.00332,1.24033,1.2861,0.41594,Used in Last Month,1,4
1583,943,25-34,M,6,USA,Other,-0.46725,2.32338,2.44904,1.2861,1.30612,Used in Last Month,1,4
1584,958,35-44,M,6,UK,White,-1.43907,-0.30033,0.14143,1.2861,1.30612,Used in Last Day,1,6
1585,1012,18-24,F,5,USA,White,-0.58016,1.45421,1.88511,1.2861,-0.78155,Used in Last Day,1,6
1586,1077,18-24,M,3,UK,White,-0.92104,-0.57545,0.7233,1.2861,-0.27607,Used in Last Year,1,3
1587,1111,18-24,M,5,UK,White,-0.92104,1.74091,1.43533,1.2861,-0.27607,Used in Last Day,1,6
1588,1116,18-24,M,5,USA,White,-3.46436,0.47617,-0.01928,1.2861,2.04506,Used in Last Week,1,5
1589,1171,35-44,F,7,USA,White,-1.1943,1.2861,1.43533,1.2861,0.25953,Used in Last Day,1,6
1590,1249,45-54,F,6,UK,White,-0.58016,-0.30033,-0.31776,1.2861,0.58489,Used in Last Week,1,5
1591,1328,18-24,M,5,USA,White,-1.32828,-0.30033,0.14143,1.2861,1.13407,Used in Last Month,1,4
1592,1399,18-24,M,5,UK,White,-0.79151,1.11406,-0.01928,1.2861,2.04506,Used in Last Year,1,3
1593,1402,25-34,F,7,UK,White,0.62967,0.16767,0.14143,1.2861,0.41594,Used in Last Week,1,5
1594,1408,25-34,F,8,UK,White,-0.79151,0.80523,1.24033,1.2861,0.41594,Used in Last Week,1,5
1595,1443,25-34,F,8,UK,White,1.02119,-0.94779,-0.71727,1.2861,0.93949,Used over a Decade Ago,1,Used over a Decade Ago
1596,1449,25-34,F,7,USA,Black,-1.1943,1.45421,0.58331,1.2861,1.63088,Used in Last Week,1,5
1597,1469,25-34,F,8,UK,White,-0.14882,-0.80615,-1.27553,1.2861,0.12331,Used in Last Month,1,4
1598,1506,35-44,F,6,USA,White,1.72012,-2.72827,0.29338,1.2861,-0.78155,Used in Last Week,1,5
1599,1531,18-24,M,1,New Zealand,White,-1.1943,-0.94779,1.06238,1.2861,-0.52745,Used in Last Year,1,3
1600,1567,35-44,F,6,UK,White,0.82562,0.80523,0.29338,1.2861,0.25953,Used in Last Week,1,5
1601,1580,45-54,F,8,UK,White,0.41667,-0.43999,1.43533,1.2861,0.7583,Used in Last Month,1,4
1602,1581,35-44,F,2,UK,White,-0.46725,0.16767,-0.45174,1.2861,0.58489,Used in Last Day,1,6
1603,1651,25-34,F,7,UK,White,0.04257,1.58487,1.24033,1.2861,0.58489,Used in Last Week,1,5
1604,1679,45-54,F,6,UK,White,-0.24649,0.80523,-1.68062,1.2861,1.13407,Used in Last Week,1,5
1605,1682,45-54,F,5,UK,White,-0.24649,1.58487,-0.84732,1.2861,0.58489,Used in Last Week,1,5
1606,1715,45-54,F,2,UK,White,-0.05188,-0.30033,-1.68062,1.2861,1.46191,Used in Last Week,1,5
1607,1737,35-44,M,6,UK,White,-1.43907,0.96248,0.29338,1.2861,0.25953,Used in Last Week,1,5
1608,1768,18-24,M,5,USA,White,0.31287,-1.92173,0.14143,1.2861,2.63199,Used in Last Year,1,3
1609,1802,25-34,M,9,USA,White,0.52135,1.58487,2.90161,1.2861,1.81175,Used in Last Day,1,6
1610,1805,18-24,M,6,USA,Other,0.41667,-0.15487,1.43533,1.2861,-0.65253,Used in Last Month,1,4
1611,1827,18-24,F,7,USA,White,0.22393,-0.30033,0.88309,1.2861,-0.00665,Used in Last Month,1,4
1612,1845,18-24,M,5,USA,White,-0.58016,0.47617,2.15324,1.2861,0.41594,Used in Last Day,1,6
1613,84,55-64,F,3,UK,Mixed-White/Black,1.02119,-0.94779,-1.11902,1.45039,-1.64101,Used in Last Year,1,3
1614,165,25-34,F,9,UK,White,0.13606,0.32197,-1.55521,1.45039,1.13407,Used in Last Year,1,3
1615,217,25-34,F,6,UK,White,0.22393,1.11406,0.29338,1.45039,-0.00665,Used in Last Week,1,5
1616,218,35-44,M,6,UK,White,1.23461,0.80523,0.44585,1.45039,-1.64101,Used in Last Decade,1,2
1617,227,45-54,F,7,UK,White,-0.46725,0.47617,-0.71727,1.45039,1.46191,Used in Last Week,1,5
1618,291,35-44,F,6,UK,Black,-0.92104,0.96248,-0.84732,1.45039,0.93949,Never Used,1,1
1619,358,45-54,M,7,UK,White,-1.1943,-0.15487,-1.27553,1.45039,0.41594,Used in Last Day,1,6
1620,464,45-54,M,4,UK,White,1.02119,-0.94779,-0.58331,1.45039,-1.25773,Used in Last Day,1,6
1621,481,25-34,F,8,Australia,White,0.41667,-0.43999,1.43533,1.45039,0.25953,Used in Last Day,1,6
1622,536,35-44,F,8,UK,White,-1.86962,2.32338,-0.45174,1.45039,1.46191,Used in Last Day,1,6
1623,559,25-34,F,7,UK,White,-1.69163,0.96248,-0.17779,1.45039,1.30612,Used in Last Month,1,4
1624,608,18-24,M,7,UK,White,-0.46725,0.00332,-1.11902,1.45039,-0.78155,Used in Last Week,1,5
1625,622,18-24,M,4,UK,White,0.52135,-1.37639,-0.45174,1.45039,-1.78169,Used in Last Week,1,5
1626,889,18-24,M,7,UK,White,-0.46725,2.57309,0.7233,1.45039,0.12331,Used in Last Day,1,6
1627,946,18-24,F,5,USA,White,-0.34799,-1.09207,-0.58331,1.45039,-0.89891,Used in Last Month,1,4
1628,969,18-24,F,5,USA,White,-0.24649,0.16767,1.88511,1.45039,-0.40581,Used in Last Week,1,5
1629,975,18-24,M,5,USA,White,-1.86962,2.127,1.24033,1.45039,0.58489,Used in Last Day,1,6
1630,1141,18-24,F,5,USA,White,-0.92104,0.47617,0.14143,1.45039,-0.27607,Used in Last Day,1,6
1631,1144,18-24,F,5,USA,White,1.98437,-1.92173,1.24033,1.45039,-1.13788,Used in Last Day,1,6
1632,1208,45-54,M,7,UK,White,-0.46725,1.58487,1.43533,1.45039,1.30612,Used in Last Month,1,4
1633,1244,45-54,F,7,UK,White,-0.92104,-1.92173,-1.42424,1.45039,0.93949,Used in Last Month,1,4
1634,1256,45-54,F,7,UK,White,1.37297,-0.69509,0.29338,1.45039,0.12331,Used in Last Day,1,6
1635,1303,18-24,M,7,USA,White,-0.67825,1.45421,1.43533,1.45039,1.13407,Used in Last Week,1,5
1636,1378,25-34,F,8,UK,White,0.62967,0.32197,-0.45174,1.45039,0.93949,Used in Last Week,1,5
1637,1397,25-34,F,8,UK,White,1.72012,-0.43999,-1.27553,1.45039,-0.89891,Used in Last Week,1,5
1638,1411,25-34,F,7,UK,White,-0.58016,-0.43999,0.58331,1.45039,1.30612,Used in Last Year,1,3
1639,1442,45-54,F,8,UK,White,-1.1943,-0.15487,0.14143,1.45039,1.30612,Used in Last Day,1,6
1640,1457,45-54,F,8,UK,White,-2.05048,0.63779,0.14143,1.45039,1.63088,Used in Last Week,1,5
1641,1523,25-34,M,6,USA,White,-0.05188,-2.72827,1.24033,1.45039,0.41594,Used in Last Year,1,3
1642,1541,18-24,F,5,USA,White,0.62967,-0.15487,1.88511,1.45039,0.12331,Used in Last Day,1,6
1643,1566,45-54,F,6,UK,White,-0.46725,-0.30033,-1.42424,1.45039,2.04506,Used in Last Day,1,6
1644,1578,25-34,F,8,UK,White,-0.24649,0.80523,-0.58331,1.45039,0.93949,Used in Last Week,1,5
1645,1591,35-44,F,7,UK,White,0.82562,-0.69509,-0.84732,1.45039,1.13407,Used in Last Week,1,5
1646,1694,25-34,F,7,UK,White,-0.46725,0.80523,-0.97631,1.45039,1.13407,Used in Last Week,1,5
1647,1748,45-54,F,5,UK,White,0.13606,0.80523,0.44585,1.45039,-0.14277,Used in Last Day,1,6
1648,1840,25-34,F,6,Australia,White,-1.55078,0.96248,1.88511,1.45039,0.25953,Used in Last Month,1,4
1649,1841,55-64,F,7,USA,White,0.41667,0.63779,0.44585,1.45039,-0.14277,Used in Last Decade,1,2
1650,21,45-54,M,6,UK,White,-0.79151,0.80523,0.7233,1.61108,-1.13788,Used in Last Day,1,6
1651,163,25-34,F,7,New Zealand,White,0.22393,0.00332,-0.17779,1.61108,0.93949,Used in Last Year,1,3
1652,240,45-54,F,6,UK,White,-1.86962,0.63779,0.7233,1.61108,0.25953,Used in Last Week,1,5
1653,241,35-44,F,8,UK,White,0.62967,-1.23177,-0.01928,1.61108,2.63199,Used in Last Month,1,4
1654,264,55-64,F,1,UK,White,-1.05308,0.00332,-0.01928,1.61108,1.13407,Used in Last Week,1,5
1655,290,25-34,F,8,UK,White,-2.05048,0.63779,-0.71727,1.61108,1.13407,Used in Last Month,1,4
1656,300,35-44,F,7,UK,White,0.13606,-0.30033,-1.42424,1.61108,0.41594,Used in Last Week,1,5
1657,306,45-54,F,7,UK,White,-1.05308,-2.32338,-1.27553,1.61108,0.12331,Used in Last Month,1,4
1658,328,45-54,M,8,UK,White,-1.86962,1.58487,-0.01928,1.61108,1.30612,Used in Last Day,1,6
1659,376,55-64,F,8,UK,White,-0.24649,1.2861,0.88309,1.61108,1.13407,Used in Last Day,1,6
1660,388,45-54,M,4,UK,White,-2.05048,0.47617,-1.11902,1.61108,0.58489,Used in Last Month,1,4
1661,471,45-54,F,2,USA,White,2.82196,-1.6334,-1.42424,1.61108,-2.04506,Used in Last Year,1,3
1662,534,18-24,F,7,UK,White,-0.24649,0.16767,-0.71727,1.61108,1.13407,Used in Last Month,1,4
1663,630,25-34,F,9,UK,White,1.23461,-1.09207,-1.27553,1.61108,0.25953,Used in Last Week,1,5
1664,651,45-54,F,8,UK,White,-0.46725,2.127,2.44904,1.61108,0.12331,Used in Last Week,1,5
1665,698,45-54,F,7,Canada,Other,-1.69163,-0.30033,1.06238,1.61108,-0.00665,Used in Last Month,1,4
1666,726,25-34,F,8,UK,White,0.31287,0.63779,0.7233,1.61108,0.25953,Used in Last Week,1,5
1667,736,25-34,F,7,UK,White,0.22393,2.127,2.44904,1.61108,-0.65253,Used in Last Month,1,4
1668,750,35-44,F,9,UK,White,-1.69163,0.96248,-0.97631,1.61108,2.04506,Used in Last Week,1,5
1669,858,25-34,M,5,UK,White,-1.05308,0.47617,1.88511,1.61108,0.41594,Used in Last Decade,1,2
1670,920,18-24,F,5,USA,White,1.72012,-1.6334,-0.17779,1.61108,0.41594,Used in Last Year,1,3
1671,930,25-34,M,5,USA,White,-0.58016,1.45421,1.65653,1.61108,0.58489,Used in Last Month,1,4
1672,979,35-44,F,8,UK,White,-0.58016,1.45421,-1.27553,1.61108,-0.40581,Used in Last Week,1,5
1673,1051,18-24,F,5,USA,White,1.02119,0.47617,1.43533,1.61108,-0.65253,Used in Last Week,1,5
1674,1157,18-24,M,9,UK,White,-0.92104,1.74091,1.65653,1.61108,-0.52745,Used in Last Day,1,6
1675,1179,25-34,F,5,USA,White,-0.46725,0.32197,0.14143,1.61108,0.12331,Used in Last Week,1,5
1676,1195,18-24,M,5,USA,White,-2.75696,1.11406,1.06238,1.61108,-0.52745,Used in Last Week,1,5
1677,1247,45-54,F,6,UK,White,-1.32828,-0.30033,-2.21069,1.61108,-1.25773,Used in Last Year,1,3
